epoch,c1_accuracy,c1_loss,c2_accuracy,c2_loss,c3_accuracy,c3_loss,c4_accuracy,c4_loss,c5_accuracy,c5_loss,c6_accuracy,c6_loss,c7_accuracy,c7_loss,loss,val_c1_accuracy,val_c1_loss,val_c2_accuracy,val_c2_loss,val_c3_accuracy,val_c3_loss,val_c4_accuracy,val_c4_loss,val_c5_accuracy,val_c5_loss,val_c6_accuracy,val_c6_loss,val_c7_accuracy,val_c7_loss,val_loss
10,0.3916666805744171,2.102515459060669,0.828000009059906,0.5083538293838501,0.6893333196640015,0.9357847571372986,0.6973333358764648,0.9187345504760742,0.7680000066757202,0.7628924250602722,0.8199999928474426,0.5956639051437378,0.7680000066757202,0.7977165579795837,6.621662616729736,0.5129032135009766,1.9891964197158813,0.9096774458885193,0.38406461477279663,0.7709677219390869,0.8173252940177917,0.7354838848114014,0.8375123143196106,0.8096774220466614,0.6800051331520081,0.8290322422981262,0.6359667778015137,0.8225806355476379,0.7282652258872986,6.072335720062256
11,0.4206666648387909,1.9599192142486572,0.8476666808128357,0.43706727027893066,0.7200000286102295,0.8519749641418457,0.737666666507721,0.8106673955917358,0.7960000038146973,0.6553053259849548,0.8373333215713501,0.53635174036026,0.7736666798591614,0.7594476938247681,6.010734558105469,0.5322580933570862,1.8381900787353516,0.9241935610771179,0.3155277967453003,0.7903226017951965,0.6633307933807373,0.7612903118133545,0.7286942005157471,0.82419353723526,0.6299794912338257,0.8500000238418579,0.566643476486206,0.8419354557991028,0.6492744088172913,5.391640663146973
12,0.445333331823349,1.8526045083999634,0.859666645526886,0.3995378911495209,0.7429999709129333,0.7542665004730225,0.765333354473114,0.7176340222358704,0.8240000009536743,0.5879912972450256,0.8510000109672546,0.47789958119392395,0.800000011920929,0.6743485331535339,5.464282035827637,0.5725806355476379,1.7727570533752441,0.9419354796409607,0.2662876844406128,0.7951613068580627,0.629859209060669,0.7693548202514648,0.6685352921485901,0.8403225541114807,0.5332275032997131,0.85161292552948,0.5033543705940247,0.8403225541114807,0.6361055970191956,5.01012659072876
13,0.4736666679382324,1.7551060914993286,0.8833333253860474,0.34510108828544617,0.7509999871253967,0.711951494216919,0.781000018119812,0.6696284413337708,0.8373333215713501,0.5277372002601624,0.8640000224113464,0.4336566627025604,0.8106666803359985,0.6052020788192749,5.048381805419922,0.6145161390304565,1.627812385559082,0.9403225779533386,0.22986651957035065,0.8209677338600159,0.5109617114067078,0.7967742085456848,0.5834372639656067,0.8467742204666138,0.4919176697731018,0.8645161390304565,0.4595966935157776,0.8500000238418579,0.5289540886878967,4.432546138763428
14,0.5173333287239075,1.6204993724822998,0.9070000052452087,0.27945244312286377,0.7730000019073486,0.6433265209197998,0.7940000295639038,0.6079208850860596,0.859333336353302,0.46330326795578003,0.8763333559036255,0.3922956585884094,0.8223333358764648,0.5811606049537659,4.587958335876465,0.6112903356552124,1.5933631658554077,0.9403225779533386,0.22921621799468994,0.8290322422981262,0.5335991382598877,0.8080645203590393,0.5563477873802185,0.8709677457809448,0.45023494958877563,0.8693548440933228,0.4318625032901764,0.8564516305923462,0.5578279495239258,4.352451801300049
15,0.5173333287239075,1.5729578733444214,0.8986666798591614,0.2876904010772705,0.7923333048820496,0.5988975167274475,0.8223333358764648,0.5333770513534546,0.8646666407585144,0.4489770531654358,0.890333354473114,0.3648054301738739,0.8339999914169312,0.524564266204834,4.331269264221191,0.6435483694076538,1.3934962749481201,0.9451612830162048,0.19536323845386505,0.8419354557991028,0.448621541261673,0.8354838490486145,0.5106450915336609,0.8693548440933228,0.4444517493247986,0.8790322542190552,0.3934355080127716,0.8661290407180786,0.5194694995880127,3.9054830074310303
16,0.5379999876022339,1.488277792930603,0.9136666655540466,0.24640488624572754,0.8090000152587891,0.5517989993095398,0.8276666402816772,0.5203948020935059,0.8586666584014893,0.4264693260192871,0.8923333287239075,0.31251561641693115,0.8510000109672546,0.48302555084228516,4.0288872718811035,0.6693548560142517,1.4145351648330688,0.9387096762657166,0.2114485204219818,0.82419353723526,0.48513808846473694,0.8209677338600159,0.5333878993988037,0.8596774339675903,0.4297459125518799,0.8790322542190552,0.3847188353538513,0.8629032373428345,0.4754656255245209,3.9344398975372314
17,0.5659999847412109,1.3950039148330688,0.9233333468437195,0.22756552696228027,0.8190000057220459,0.5104764699935913,0.8373333215713501,0.4722188413143158,0.8776666522026062,0.3836021423339844,0.8983333110809326,0.3106871247291565,0.8653333187103271,0.4500003159046173,3.749553680419922,0.6419354677200317,1.4202983379364014,0.9580644965171814,0.19595396518707275,0.8370967507362366,0.47823506593704224,0.8370967507362366,0.5031930208206177,0.8774193525314331,0.39799556136131287,0.8870967626571655,0.369550496339798,0.8677419424057007,0.46361082792282104,3.8288369178771973
18,0.5773333311080933,1.3981751203536987,0.9309999942779541,0.2103409618139267,0.8320000171661377,0.4737255871295929,0.8493333458900452,0.4506979286670685,0.890666663646698,0.34081098437309265,0.9120000004768372,0.27558445930480957,0.8553333282470703,0.46031084656715393,3.6096458435058594,0.67580646276474,1.3016258478164673,0.9548386931419373,0.18771451711654663,0.8806451559066772,0.37491247057914734,0.8661290407180786,0.424800843000412,0.8919354677200317,0.3652513325214386,0.8854838609695435,0.34703826904296875,0.874193549156189,0.42617177963256836,3.4275150299072266
19,0.5889999866485596,1.3066871166229248,0.9353333115577698,0.18598000705242157,0.8479999899864197,0.4312880039215088,0.8600000143051147,0.40663468837738037,0.8949999809265137,0.3220733106136322,0.9173333048820496,0.25032904744148254,0.871999979019165,0.40234866738319397,3.305340528488159,0.725806474685669,1.1398754119873047,0.9725806713104248,0.1434132307767868,0.8919354677200317,0.31882765889167786,0.8790322542190552,0.3795788288116455,0.9096774458885193,0.31605425477027893,0.9064516425132751,0.2950180172920227,0.8790322542190552,0.3922230303287506,2.984990358352661
20,0.6196666955947876,1.209377646446228,0.9466666579246521,0.1685054451227188,0.8653333187103271,0.3826988637447357,0.8730000257492065,0.39353275299072266,0.8966666460037231,0.3051794469356537,0.9160000085830688,0.23899906873703003,0.8830000162124634,0.3784942626953125,3.0767860412597656,0.7225806713104248,1.1279572248458862,0.9677419066429138,0.14165206253528595,0.8903225660324097,0.3152916133403778,0.8709677457809448,0.37065333127975464,0.9129032492637634,0.3069690763950348,0.9016128778457642,0.29530298709869385,0.8854838609695435,0.38842663168907166,2.9462525844573975
21,0.6480000019073486,1.1833312511444092,0.9459999799728394,0.16364136338233948,0.8646666407585144,0.38122090697288513,0.8836666941642761,0.3410780429840088,0.909333348274231,0.2676032781600952,0.9253333210945129,0.23126664757728577,0.8880000114440918,0.3486447334289551,2.9167871475219727,0.6854838728904724,1.2634755373001099,0.9596773982048035,0.1861574798822403,0.874193549156189,0.36579832434654236,0.853225827217102,0.4330645203590393,0.875806450843811,0.3658716082572937,0.8919354677200317,0.3556425869464874,0.8677419424057007,0.45213696360588074,3.422147035598755
22,0.6340000033378601,1.1913433074951172,0.9470000267028809,0.15996260941028595,0.8686666488647461,0.3869127333164215,0.8840000033378601,0.3423245847225189,0.9089999794960022,0.2856539189815521,0.9346666932106018,0.19620965421199799,0.890999972820282,0.3393169343471527,2.901723623275757,0.7048386931419373,1.1000070571899414,0.9629032015800476,0.15544986724853516,0.8887096643447876,0.30274006724357605,0.8790322542190552,0.34761953353881836,0.9080645442008972,0.33054614067077637,0.9016128778457642,0.2951923906803131,0.8903225660324097,0.3867575526237488,2.9183127880096436
23,0.6463333368301392,1.1016777753829956,0.9413333535194397,0.1561136394739151,0.8849999904632568,0.3317599594593048,0.8870000243186951,0.33011162281036377,0.9150000214576721,0.2649705111980438,0.9253333210945129,0.2197783887386322,0.8943333625793457,0.32847148180007935,2.732882261276245,0.7419354915618896,1.0640321969985962,0.9709677696228027,0.14990706741809845,0.896774172782898,0.29086819291114807,0.8822580575942993,0.35241255164146423,0.9032257795333862,0.3160771131515503,0.9064516425132751,0.2876558005809784,0.8951612710952759,0.3924746513366699,2.8534276485443115
24,0.6653333306312561,1.040659785270691,0.9526666402816772,0.1439850926399231,0.8896666765213013,0.3171578645706177,0.8973333239555359,0.3101470172405243,0.9210000038146973,0.24214106798171997,0.940666675567627,0.18391185998916626,0.906000018119812,0.3038072884082794,2.541809320449829,0.7290322780609131,1.0804723501205444,0.9564515948295593,0.1772797554731369,0.8790322542190552,0.3280967175960541,0.8903225660324097,0.36244460940361023,0.9064516425132751,0.3092045187950134,0.9032257795333862,0.2922897934913635,0.8919354677200317,0.37810492515563965,2.9278926849365234
25,0.6836666464805603,0.9862503409385681,0.9610000252723694,0.12583456933498383,0.8939999938011169,0.30584728717803955,0.8973333239555359,0.297420471906662,0.9176666736602783,0.23965179920196533,0.9419999718666077,0.18106001615524292,0.9103333353996277,0.2772182524204254,2.413282632827759,0.7241935729980469,1.1072499752044678,0.9709677696228027,0.15229791402816772,0.8903225660324097,0.29342007637023926,0.8887096643447876,0.34849783778190613,0.89838707447052,0.33375242352485657,0.9032257795333862,0.3044483959674835,0.8790322542190552,0.4167689085006714,2.956435203552246
26,0.6669999957084656,1.0293282270431519,0.9543333053588867,0.1331050843000412,0.8963333368301392,0.2884441018104553,0.9026666879653931,0.28136926889419556,0.9213333129882812,0.23914098739624023,0.9426666498184204,0.17360760271549225,0.9053333401679993,0.29142242670059204,2.4364185333251953,0.7483870983123779,1.0182709693908691,0.977419376373291,0.1385093629360199,0.8693548440933228,0.33696284890174866,0.8854838609695435,0.35734254121780396,0.9177419543266296,0.2864202558994293,0.9177419543266296,0.2760241627693176,0.89838707447052,0.33877721428871155,2.7523069381713867
27,0.7053333520889282,0.9309006333351135,0.956333339214325,0.12517715990543365,0.8976666927337646,0.29243290424346924,0.8980000019073486,0.29237818717956543,0.9356666803359985,0.20169197022914886,0.9419999718666077,0.1772589385509491,0.9150000214576721,0.26010602712631226,2.2799460887908936,0.7580645084381104,0.8984168171882629,0.9790322780609131,0.1230175644159317,0.8999999761581421,0.27531054615974426,0.9016128778457642,0.32483112812042236,0.9225806593894958,0.2832227051258087,0.9193548560142517,0.24849218130111694,0.896774172782898,0.3374859094619751,2.490776538848877
28,0.7146666646003723,0.8910729289054871,0.9613333344459534,0.11613881587982178,0.8943333625793457,0.291946679353714,0.9126666784286499,0.2589136064052582,0.9386666417121887,0.19056524336338043,0.9443333148956299,0.16306215524673462,0.9183333516120911,0.2524455189704895,2.16414475440979,0.7870967984199524,0.8445202112197876,0.977419376373291,0.12865392863750458,0.9080645442008972,0.24151146411895752,0.8919354677200317,0.3142187297344208,0.9274193644523621,0.264229416847229,0.9322580695152283,0.25116127729415894,0.9080645442008972,0.33425500988960266,2.378549814224243
29,0.718666672706604,0.9049693942070007,0.9696666598320007,0.09574996680021286,0.9036666750907898,0.2804291844367981,0.9176666736602783,0.24961663782596588,0.9393333196640015,0.18486295640468597,0.9506666660308838,0.15243281424045563,0.9096666574478149,0.2695870101451874,2.1376473903656006,0.801612913608551,0.8297300338745117,0.9790322780609131,0.13063855469226837,0.9209677577018738,0.22610387206077576,0.8999999761581421,0.30500251054763794,0.9241935610771179,0.25998276472091675,0.9306451678276062,0.2426581084728241,0.9048386812210083,0.3296937346458435,2.3238096237182617
30,0.7319999933242798,0.8386393189430237,0.9646666646003723,0.10800575464963913,0.9163333177566528,0.255673348903656,0.909333348274231,0.2644479274749756,0.9383333325386047,0.1723262369632721,0.9553333520889282,0.14672382175922394,0.9259999990463257,0.22710439562797546,2.01292085647583,0.75,0.9581616520881653,0.9564515948295593,0.16390718519687653,0.9064516425132751,0.2643306851387024,0.8999999761581421,0.3399149179458618,0.9209677577018738,0.24227675795555115,0.9290322661399841,0.26221275329589844,0.89838707447052,0.37997668981552124,2.610781669616699
31,0.7336666584014893,0.8083956837654114,0.9643333554267883,0.10309116542339325,0.9053333401679993,0.27415668964385986,0.9143333435058594,0.24926656484603882,0.9419999718666077,0.17675775289535522,0.9599999785423279,0.13279619812965393,0.9240000247955322,0.23762261867523193,1.982087254524231,0.7903226017951965,0.8631641268730164,0.9629032015800476,0.1593681424856186,0.9112903475761414,0.23804444074630737,0.9080645442008972,0.3131392300128937,0.9322580695152283,0.2607885003089905,0.9322580695152283,0.2467392235994339,0.9112903475761414,0.3164824843406677,2.39772629737854
32,0.7436666488647461,0.7867797613143921,0.9663333296775818,0.0999702736735344,0.9166666865348816,0.24143485724925995,0.9229999780654907,0.2249261438846588,0.940666675567627,0.19069771468639374,0.9589999914169312,0.12520834803581238,0.9323333501815796,0.20494769513607025,1.8739655017852783,0.800000011920929,0.8669891357421875,0.9677419066429138,0.13549567759037018,0.9193548560142517,0.22715520858764648,0.89838707447052,0.32025519013404846,0.9354838728904724,0.249088317155838,0.9387096762657166,0.2456376552581787,0.9096774458885193,0.3360222280025482,2.380643606185913
33,0.7456666827201843,0.789860188961029,0.9610000252723694,0.1179194301366806,0.9103333353996277,0.2552526593208313,0.9200000166893005,0.2281142771244049,0.9486666917800903,0.15984448790550232,0.9606666564941406,0.1186201199889183,0.9326666593551636,0.2010517418384552,1.8706620931625366,0.7790322303771973,0.8655840754508972,0.977419376373291,0.12093263119459152,0.9274193644523621,0.20561160147190094,0.9032257795333862,0.2749561071395874,0.92580646276474,0.2610943019390106,0.9370967745780945,0.24328623712062836,0.9177419543266296,0.31282442808151245,2.284289598464966
34,0.7570000290870667,0.750997006893158,0.9683333039283752,0.0988074317574501,0.9226666688919067,0.22176504135131836,0.9200000166893005,0.22837914526462555,0.9416666626930237,0.1634933203458786,0.9546666741371155,0.1292610913515091,0.9233333468437195,0.2154088318347931,1.8081117868423462,0.8096774220466614,0.7552959322929382,0.9806451797485352,0.12421783804893494,0.9129032492637634,0.21862442791461945,0.9112903475761414,0.27596035599708557,0.9370967745780945,0.2444521188735962,0.9387096762657166,0.23556922376155853,0.9145161509513855,0.3454739451408386,2.1995937824249268
35,0.7746666669845581,0.7215092778205872,0.9666666388511658,0.08725912123918533,0.925000011920929,0.21203473210334778,0.9363333582878113,0.20202982425689697,0.9483333230018616,0.1636611968278885,0.9606666564941406,0.1179102286696434,0.9356666803359985,0.2026921659708023,1.7070971727371216,0.7967742085456848,0.8484023809432983,0.9677419066429138,0.14852264523506165,0.9064516425132751,0.2511206865310669,0.9016128778457642,0.2706040143966675,0.9274193644523621,0.24415147304534912,0.9419354796409607,0.2230825424194336,0.9193548560142517,0.30804523825645447,2.293929100036621
36,0.7753333449363708,0.7090993523597717,0.9710000157356262,0.08447739481925964,0.9259999990463257,0.20722094178199768,0.9296666383743286,0.19260792434215546,0.9520000219345093,0.13587604463100433,0.9636666774749756,0.10645489394664764,0.9336666464805603,0.2032577097415924,1.6389944553375244,0.7983871102333069,0.7731793522834778,0.9693548679351807,0.1391913890838623,0.92580646276474,0.20752659440040588,0.9080645442008972,0.25714418292045593,0.9387096762657166,0.2307289093732834,0.9451612830162048,0.18763497471809387,0.9145161509513855,0.28730693459510803,2.082712411880493
37,0.7799999713897705,0.6759980916976929,0.9736666679382324,0.07336165010929108,0.9273333549499512,0.20443502068519592,0.9306666851043701,0.2013942003250122,0.9506666660308838,0.14621682465076447,0.956333339214325,0.1246885135769844,0.9380000233650208,0.19273191690444946,1.6188263893127441,0.8112903237342834,0.7594895958900452,0.9709677696228027,0.14022119343280792,0.9274193644523621,0.2111649364233017,0.9080645442008972,0.28819605708122253,0.9338709712028503,0.20695710182189941,0.9467741847038269,0.19883710145950317,0.9193548560142517,0.31705790758132935,2.1219239234924316
38,0.7766666412353516,0.7243296504020691,0.9706666469573975,0.08446389436721802,0.9263333082199097,0.21296803653240204,0.9330000281333923,0.1918272227048874,0.95333331823349,0.13991351425647736,0.965666651725769,0.10293785482645035,0.9383333325386047,0.18705327808856964,1.6434937715530396,0.8258064389228821,0.7448886632919312,0.977419376373291,0.14156638085842133,0.9322580695152283,0.19204412400722504,0.9209677577018738,0.24831005930900574,0.9435483813285828,0.20518828928470612,0.949999988079071,0.18877585232257843,0.9209677577018738,0.2921861708164215,2.0129594802856445
39,0.7889999747276306,0.650365948677063,0.9750000238418579,0.0741584450006485,0.9319999814033508,0.1925286203622818,0.9386666417121887,0.19008007645606995,0.9536666870117188,0.13257183134555817,0.9700000286102295,0.08436520397663116,0.9363333582878113,0.18751145899295807,1.5115818977355957,0.8193548321723938,0.7386272549629211,0.9790322780609131,0.12883122265338898,0.9306451678276062,0.19429633021354675,0.9177419543266296,0.26306232810020447,0.9419354796409607,0.191343292593956,0.9419354796409607,0.19825412333011627,0.9145161509513855,0.31194835901260376,2.0263633728027344
40,0.7953333258628845,0.6391494274139404,0.972000002861023,0.08199028670787811,0.9446666836738586,0.16696491837501526,0.9436666369438171,0.17370975017547607,0.9553333520889282,0.13720044493675232,0.9660000205039978,0.11230774968862534,0.9383333325386047,0.19251644611358643,1.5038385391235352,0.853225827217102,0.651067852973938,0.9838709831237793,0.11466528475284576,0.9225806593894958,0.20692047476768494,0.9161290526390076,0.27255040407180786,0.9467741847038269,0.21105875074863434,0.9532257914543152,0.18683217465877533,0.9080645442008972,0.3111793100833893,1.95427405834198
41,0.8019999861717224,0.5837817788124084,0.9763333201408386,0.07382186502218246,0.9390000104904175,0.1974395513534546,0.9466666579246521,0.15845809876918793,0.9559999704360962,0.1202341690659523,0.9703333377838135,0.09074760973453522,0.9423333406448364,0.16577573120594025,1.3902586698532104,0.8338709473609924,0.7335529923439026,0.9822580814361572,0.12103156745433807,0.9193548560142517,0.21352893114089966,0.9096774458885193,0.26895254850387573,0.9467741847038269,0.18830038607120514,0.949999988079071,0.18868662416934967,0.9161290526390076,0.32555443048477173,2.039607286453247
42,0.8133333325386047,0.5973326563835144,0.9756666421890259,0.07383885979652405,0.9350000023841858,0.17901615798473358,0.9413333535194397,0.1737435758113861,0.9506666660308838,0.12986010313034058,0.9710000157356262,0.09931878745555878,0.9396666884422302,0.18725179135799408,1.4403618574142456,0.8290322422981262,0.7161937355995178,0.9822580814361572,0.12603607773780823,0.9322580695152283,0.18291084468364716,0.9193548560142517,0.2548888623714447,0.9516128897666931,0.19138038158416748,0.9548386931419373,0.1743198186159134,0.9080645442008972,0.3577239513397217,2.0034537315368652
43,0.8063333630561829,0.6131380200386047,0.9756666421890259,0.06630798429250717,0.940666675567627,0.1842545121908188,0.9396666884422302,0.17062117159366608,0.9623333215713501,0.1182180792093277,0.9700000286102295,0.08971767872571945,0.9433333277702332,0.1699691265821457,1.4122262001037598,0.8274193406105042,0.7401808500289917,0.9838709831237793,0.12065283209085464,0.9370967745780945,0.1824367344379425,0.9225806593894958,0.24566639959812164,0.9548386931419373,0.16925539076328278,0.9451612830162048,0.1925162971019745,0.9129032492637634,0.33454281091690063,1.9852513074874878
44,0.8180000185966492,0.5601952075958252,0.9800000190734863,0.06026340276002884,0.9449999928474426,0.16097377240657806,0.940666675567627,0.1664755493402481,0.9653333425521851,0.11368955671787262,0.9676666855812073,0.09197606146335602,0.9476666450500488,0.1653209924697876,1.3188939094543457,0.8483871221542358,0.6615099310874939,0.9822580814361572,0.1117587685585022,0.9322580695152283,0.19789278507232666,0.9209677577018738,0.23867836594581604,0.9451612830162048,0.1935686320066452,0.9516128897666931,0.19135655462741852,0.9129032492637634,0.3110722303390503,1.9058371782302856
45,0.8273333311080933,0.557015597820282,0.9789999723434448,0.06353478133678436,0.9353333115577698,0.17132990062236786,0.9470000267028809,0.16119244694709778,0.9603333473205566,0.12402277439832687,0.9729999899864197,0.07951544970273972,0.9433333277702332,0.16660571098327637,1.3232170343399048,0.8500000238418579,0.6601178646087646,0.975806474685669,0.13385972380638123,0.9354838728904724,0.18411429226398468,0.9274193644523621,0.21407143771648407,0.9548386931419373,0.16856753826141357,0.9467741847038269,0.19167858362197876,0.9177419543266296,0.2923557162284851,1.8447651863098145
46,0.8353333473205566,0.5181306004524231,0.9789999723434448,0.06770424544811249,0.9386666417121887,0.1750999540090561,0.9480000138282776,0.14497970044612885,0.9673333168029785,0.09787986427545547,0.9733333587646484,0.08264300227165222,0.953000009059906,0.14762142300605774,1.2340593338012695,0.8419354557991028,0.739351212978363,0.9870967864990234,0.1091039851307869,0.9209677577018738,0.19931133091449738,0.9387096762657166,0.21461687982082367,0.9467741847038269,0.18261058628559113,0.949999988079071,0.20749548077583313,0.9193548560142517,0.3064994215965271,1.958989143371582
47,0.8326666951179504,0.5490980744361877,0.9779999852180481,0.05984137952327728,0.9369999766349792,0.1839611977338791,0.9463333487510681,0.15180926024913788,0.9633333086967468,0.10457059741020203,0.9729999899864197,0.08199329674243927,0.9509999752044678,0.14956924319267273,1.2808433771133423,0.8354838490486145,0.7829160094261169,0.977419376373291,0.14032475650310516,0.9209677577018738,0.20674900710582733,0.9306451678276062,0.20913438498973846,0.949999988079071,0.19048665463924408,0.9467741847038269,0.20390062034130096,0.9193548560142517,0.31770414113998413,2.051215648651123
48,0.8303333520889282,0.5413258671760559,0.9789999723434448,0.06273240596055984,0.9413333535194397,0.1762310117483139,0.9506666660308838,0.14348675310611725,0.9616666436195374,0.11159195750951767,0.9800000190734863,0.07019118964672089,0.9520000219345093,0.14686204493045807,1.252421259880066,0.8483871221542358,0.6364030838012695,0.9870967864990234,0.10138269513845444,0.9403225779533386,0.16380919516086578,0.9306451678276062,0.20444530248641968,0.9532257914543152,0.1534457504749298,0.9548386931419373,0.17770710587501526,0.9241935610771179,0.27385106682777405,1.711044430732727
49,0.8446666598320007,0.4903094470500946,0.9773333072662354,0.06871679425239563,0.9369999766349792,0.18166959285736084,0.9580000042915344,0.12034568935632706,0.9670000076293945,0.10467812418937683,0.981333315372467,0.062324248254299164,0.95333331823349,0.14801247417926788,1.1760563850402832,0.8483871221542358,0.7189160585403442,0.9838709831237793,0.12795567512512207,0.9403225779533386,0.17540530860424042,0.9370967745780945,0.23838791251182556,0.9580644965171814,0.1789209246635437,0.9580644965171814,0.19816039502620697,0.9338709712028503,0.26638251543045044,1.9041285514831543
